costumavam O O
comer O O
em O O
a O O
noite O O
de O O
Consoada B-TMP O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Comíamos O O
um O O
bocadinho O O
de O O
bacalhau O O
, O O
polvo O O
, O O
couves O O
, O O
batatas O O
e O O
em O O
o O O
fim O O
as O O
rabanadas O O
e O O
a O O
aletria O O
. O O

Professora B-PER O
: O O
- O O
E O O
já O O
chegava O O
cá O O
o O O
polvo O O
em O O
essa O O
altura O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Nós O O
já O O
o O O
comíamos O O
porque O O
o O O
senhor O O
Domingos B-PER B-PER
Afonso I-PER I-PER
, O O
que O O
era O O
muito O O
nosso O O
amigo O O
e O O
tinha O O
uma O O
loja O O
de O O
tudo O O
em O O
Braga B-LOC B-LOC
, O O
mandáva O O
- O O
nos O O
sempre O O
um O O
caixote O O
de O O
mercearia O O
, O O
o O O
bacalhau O O
e O O
o O O
polvo O O
seco O O
. O O

Depois O O
deitava O O
- O O
o O O
de O O
molho O O
e O O
ficava O O
cá O O
com O O
uns O O
olhos O O
! O O

Mónica B-PER O
:- O O
E O O
as O O
pessoas O O
cá O O
de O O
a O O
aldeia O O
, O O
como O O
passavam O O
elas O O
a O O
noite O O
de O O
Consoada B-TMP O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Para O O
essa O O
noite O O
havia O O
sempre O O
. O O

Era O O
uma O O
noite O O
diferençada O O
, O O
é O O
que O O
esse O O
Domingos B-PER B-PER
Afonso I-PER I-PER
, O O
em O O
a O O
maré O O
de O O
o O O
Natal B-TMP B-TMP
, O O
dava O O
a O O
todos O O
os O O
pobres O O
um O O
quilo O O
de O O
bacalhau O O
, O O
alguma O O
mercearia O O
e O O
cinco O O
mil O O
reis O O
em O O
dinheiro O O
. O O

Mónica B-PER O
:- O O
O O O
que O O
se O O
fazia O O
durante O O
o O O
serão O O
de O O
a O O
noite O O
de O O
Consoada B-TMP O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Em O O
o O O
fim O O
de O O
comer O O
rezava O O
- O O
se O O
o O O
terço O O
. O O

Depois O O
, O O
os O O
vizinhos O O
vinham O O
até O O
nossa O O
casa O O
. O O

Os O O
homens O O
jogavam O O
A O O
as O O
cartas O O
, O O
as O O
crianças O O
e O O
as O O
mulheres O O
olhavam O O
e O O
também O O
se O O
contavam O O
histórias O O
. O O

Comia O O
- O O
se O O
figos O O
e O O
bebia O O
- O O
se O O
aguardente O O
. O O

Mónica B-PER O
:- O O
E O O
o O O
dia O O
de O O
Natal B-TMP O
como O O
era O O
passado O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Íamos O O
A O O
A O O
missinha O O
e O O
em O O
o O O
fim O O
íamos O O
a O O
o O O
cemitério O O
beijar O O
a O O
campa O O
de O O
a O O
minha O O
mãezinha O O
que O O
Deus B-PER O
tem O O
. O O

Sabeis O O
, O O
é O O
que O O
eu O O
fiquei O O
sem O O
mãe O O
muito O O
cedo O O
e O O
fui O O
criada O O
com O O
o O O
meu O O
avô B-PER O
Manuel I-PER B-PER
Fernandes I-PER I-PER
Campos I-PER I-PER
, O O
que O O
era O O
um O O
homem O O
bom O O
e O O
farto O O
. O O

Mónica B-PER O
:- O O
E O O
então O O
como O O
era O O
o O O
almoço O O
em O O
o O O
dia O O
de O O
Natal B-TMP O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Em O O
a O O
nossa O O
casa O O
nunca O O
faltava O O
a O O
vitela O O
em O O
esse O O
dia O O
porque O O
o O O
meu O O
avô O O
ia O O
a O O
Ruivães B-LOC O
a O O
pé O O
, O O
buscá O O
- O O
la O O
. O O

Mónica B-PER O
:- O O
E O O
vestiam O O
roupa O O
nova O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Ai O O
roupa O O
nova O O
! O O

Às O O
vezes O O
remendada O O
e O O
em O O
os O O
pés O O
umas O O
socas O O
de O O
madeira O O
. O O

Mónica B-PER O
:- O O
E O O
em O O
esse O O
dia O O
recebiam O O
prendas O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Em O O
um O O
havia O O
prendas O O
para O O
ninguém O O
. O O

O O O
dinheiro O O
era O O
pouco O O
. O O

Em O O
um O O
havia O O
cá O O
pinheiros O O
nem O O
luzes O O
a O O
piscar O O
, O O
havia O O
muita O O
alegria O O
, O O
coisa O O
que O O
agora O O
é O O
rara O O
. O O

Professora B-PER O
:- O O
Tem O O
saudades O O
de O O
o O O
seu O O
tempo O O
de O O
juventude O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Se O O
tenho O O
! O O

Antes O O
me O O
queria O O
em O O
o O O
tempo O O
de O O
" O O
dantes O O
" O O
. O O

Agora O O
é O O
tudo O O
triste O O
e O O
só O O
se O O
ouvem O O
desgraças O O
. O O

Professora B-PER O
:- O O
Mas O O
agora O O
há O O
mais O O
fartura O O
! O O

D. B-PER O
Teresa I-PER O
:- O O
Pois O O
há O O
, O O
mas O O
uma O O
rachinha O O
de O O
bacalhau O O
naquela O O
altura O O
sabia O O
por O O
a O O
vida O O
e O O
agora O O
nada O O
sabe O O
bem O O
A O O
A O O
gente O O
. O O

Esses O O
venenos O O
que O O
botam O O
em O O
a O O
terra O O
estragam O O
tudo O O
. O O

Até O O
as O O
sardinhas O O
sabiam O O
melhor O O
, O O
e O O
em O O
minha O O
casa O O
, O O
graças O O
a O O
Deus B-PER B-PER
, O O
apanhávamos O O
cada O O
fartote O O
! O O

Dava O O
- O O
se O O
seis O O
ovos O O
e O O
em O O
troca O O
recebíamos O O
meio O O
cento O O
de O O
sardinhas O O
. O O

Mónica B-PER O
:- O O
Sabe O O
ler O O
e O O
escrever O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Eu O O
não O O
, O O
mas O O
o O O
meu O O
irmão B-PER O
António I-PER O
fez O O
o O O
exame O O
de O O
a O O
4º O O
classe O O
em O O
a O O
Venda B-LOC O
Nova I-LOC O
. O O

Aprendeu O O
com O O
a O O
D. B-PER O
Maria I-PER O
da I-PER O
Conceição I-PER O
, O O
mulher O O
de O O
um O O
farmacêutico O O
. O O

Professora B-PER O
:- O O
Naquela O O
altura O O
, O O
ter O O
o O O
exame O O
de O O
a O O
4ª O O
classe O O
era O O
bastante O O
? O O

Sr. B-PER B-PER
António I-PER I-PER
:- O O
Ai O O
era O O
! O O

Fui O O
para O O
a O O
tropa O O
para O O
Braga B-LOC B-LOC
em O O
1930 B-TMP B-TMP
e O O
fui O O
1º B-PER B-VAL
Cabo I-PER I-VAL
. O O

Quando O O
acabei O O
a O O
tropa O O
, O O
vim O O
a O O
pé O O
de O O
Braga B-LOC B-LOC
a O O
Codeçoso B-LOC O
e O O
como O O
as O O
botas O O
eram O O
apertadas O O
e O O
pesadas O O
, O O
pu O O
- O O
las O O
A O O
as O O
costas O O
. O O

Professora B-PER O
:- O O
D. B-PER O
Teresa I-PER O
, O O
ouvi O O
dizer O O
que O O
lhe O O
chamavam O O
em O O
outro O O
tempo O O
a O O
" O O
Mãe O O
de O O
os O O
pobres O O
" O O
, O O
é O O
verdade O O
? O O

D. B-PER O
Teresa I-PER O
:- O O
Dava O O
o O O
que O O
podia O O
a O O
os O O
mais O O
pobres O O
porque O O
naquele O O
tempo O O
havia O O
fome O O
. O O

Todos O O
queriam O O
saber O O
quando O O
é O O
que O O
eu O O
metia O O
a O O
fornada O O
porque O O
eu O O
dava O O
pão O O
a O O
quem O O
precisava O O
. O O

Cozia O O
sempre O O
um O O
bolo O O
para O O
a O O
criançada O O
e O O
uma O O
broa O O
era O O
logo O O
espatifada O O
em O O
o O O
forno O O
. O O

E O O
não O O
estou O O
arrependida O O
, O O
ainda O O
cá O O
fica O O
muito O O
. O O

Se O O
as O O
esmolas O O
valerem O O
, O O
eu O O
tenho O O
lá O O
algumas O O
. O O

Professora B-PER O
: O O
- O O
D. B-PER O
Teresa I-PER O
foi O O
muito O O
bom O O
conversar O O
com O O
si O O
, O O
até O O
um O O
dia O O
de O O
este O O
e O O
obrigada O O
. O O

D. B-PER O
Teresa I-PER O
:- O O
Adeus O O
senhora O O
professora O O
. O O

Adeus O O
meus O O
meninos O O
azadinhos O O
. O O

Até O O
quando O O
quiserem O O
. O O

A O O
D. B-PER B-ORG
Teresa I-PER I-ORG
deu O O
A O O
A O O
Mónica B-PER O
uma O O
moeda O O
de O O
20$00 B-VAL B-VAL
para O O
deitar O O
em O O
as O O
Alminhas B-LOC O
. O O

Regressámos O O
A O O
A O O
escola O O
muito O O
mais O O
ricos O O
e O O
deveras O O
entusiasmados O O
com O O
tão O O
belo O O
testemunho O O
de O O
vida O O
. O O

Resolvemos O O
então O O
registar O O
, O O
fazendo O O
HISTÓRIA O O
! O O

.... O O
Este O O
trabalho O O
ficou O O
classificado O O
em O O
terceiro O O
lugar O O
em O O
o O O
concurso O O
promovido O O
por O O
a O O
Câmara B-ORG B-ORG
Municipal I-ORG I-ORG
de I-ORG I-ORG
Montalegre I-ORG I-ORG
, O O
subordinado O O
a O O
o O O
tema O O
" O O
Natal O O
Barrosão O O
" O O
. O O

- O O
Não O O
faço O O
mistério O O
de O O
isso O O
; O O
mora O O
com O O
seu O O
pai O O
em O O
uma O O
pequena O O
chácara O O
em O O
o O O
bairro O O
de O O
Santo B-LOC B-LOC
Antônio I-LOC I-LOC
, O O
onde O O
vivem O O
modestamente O O
, O O
evitando O O
relações O O
, O O
e O O
aparecendo O O
mui O O
raras O O
vezes O O
em O O
público O O
. O O

Em O O
essa O O
chácara O O
, O O
escondida O O
entre O O
moitas O O
de O O
coqueiros O O
e O O
arvoredos O O
, O O
vive O O
ela O O
como O O
a O O
violeta O O
entre O O
a O O
folhagem O O
, O O
ou O O
como O O
fada O O
misteriosa O O
em O O
uma O O
gruta O O
encantada O O
. O O

- O O
É O O
célebre O O
! O O

- O O
retorquiu O O
o O O
doutor O O
- O O
mas O O
como O O
chegaste O O
a O O
descobrir O O
essa O O
ninfa O O
encantada O O
, O O
e O O
a O O
ter O O
entrada O O
em O O
sua O O
gruta O O
misteriosa O O
? O O

- O O
Eu O O
vos O O
conto O O
em O O
duas O O
palavras O O
. O O

Passando O O
eu O O
um O O
dia O O
a O O
cavalo O O
por O O
sua O O
chácara O O
, O O
avistei O O
- O O
a O O
sentada O O
em O O
um O O
banco O O
de O O
o O O
pequeno O O
jardim O O
de O O
a O O
frente O O
. O O

Surpreendeu O O
- O O
me O O
sua O O
maravilhosa O O
beleza O O
. O O

Como O O
viu O O
que O O
eu O O
a O O
contemplava O O
com O O
demasiada O O
curiosidade O O
, O O
esgueirou O O
- O O
se O O
como O O
uma O O
borboleta O O
entre O O
os O O
arbustos O O
floridos O O
e O O
desapareceu O O
. O O

Formei O O
o O O
firme O O
propósito O O
de O O
vê O O
- O O
la O O
e O O
de O O
falar O O
- O O
lhe O O
, O O
custasse O O
o O O
que O O
custasse O O
. O O

Por O O
mais O O
, O O
porém O O
, O O
que O O
indagasse O O
por O O
toda O O
a O O
vizinhança O O
, O O
não O O
encontrei O O
uma O O
só O O
pessoa O O
que O O
se O O
relacionasse O O
com O O
ela O O
e O O
que O O
pudesse O O
apresentar O O
- O O
me O O
. O O

Indaguei O O
por O O
fim O O
quem O O
era O O
o O O
proprietário O O
de O O
a O O
chácara O O
, O O
e O O
fui O O
ter O O
com O O
ele O O
. O O

Nem O O
esse O O
podia O O
dar O O
- O O
me O O
informações O O
, O O
nem O O
servir O O
- O O
me O O
em O O
coisa O O
alguma O O
. O O

O O O
seu O O
inquilino O O
vinha O O
todos O O
os O O
meses O O
pontualmente O O
adiantar O O
o O O
aluguel O O
de O O
a O O
chácara O O
; O O
eis O O
tudo O O
quanto O O
a O O
respeito O O
de O O
ele O O
sabia O O
. O O

Todavia O O
continuei O O
a O O
passar O O
todas O O
as O O
tardes O O
por O O
defronte O O
de O O
o O O
jardim O O
, O O
mas O O
a O O
pé O O
para O O
melhor O O
poder O O
surpreendêla O O
e O O
admirá O O
- O O
la O O
; O O
quase O O
sempre O O
, O O
porém O O
, O O
sem O O
resultado O O
. O O

Quando O O
acontecia O O
estar O O
em O O
o O O
jardim O O
, O O
esquivava O O
- O O
se O O
sempre O O
A O O
as O O
minhas O O
vistas O O
c O O
omo O O
de O O
a O O
primeira O O
vez O O
. O O

Um O O
dia O O
, O O
porém O O
, O O
quando O O
eu O O
passava O O
, O O
caiu O O
- O O
lhe O O
o O O
lenço O O
a O O
o O O
levantar O O
- O O
se O O
de O O
o O O
banco O O
; O O
a O O
grade O O
estava O O
aberta O O
; O O
tomei O O
a O O
liberdade O O
de O O
penetrar O O
em O O
o O O
jardim O O
, O O
apanhei O O
o O O
lenço O O
, O O
e O O
corri O O
a O O
entregar-lho O O
, O O
quando O O
já O O
ela O O
punha O O
o O O
pé O O
em O O
a O O
soleira O O
de O O
sua O O
casa O O
. O O

Agradeceu O O
- O O
me O O
com O O
um O O
sorriso O O
tão O O
encantador O O
, O O
que O O
estive O O
em O O
termos O O
de O O
cair O O
de O O
joelhos O O
a O O
seus O O
pés O O
; O O
mas O O
não O O
mandou O O
- O O
me O O
entrar O O
, O O
nem O O
fez O O
- O O
me O O
oferecimento O O
algum O O
. O O

- O O
Esse O O
lenço O O
, O O
Álvaro B-PER B-PER
, O O
- O O
atalhou O O
um O O
cavalheiro O O
, O O
- O O
decerto O O
ela O O
o O O
deixou O O
cair O O
de O O
propósito O O
, O O
para O O
que O O
pudesses O O
vê O O
- O O
la O O
de O O
perto O O
e O O
falar O O
- O O
lhe O O
. O O

É O O
um O O
apuro O O
de O O
romantismo O O
, O O
um O O
delicado O O
rasgo O O
de O O
coquetterie O O
. O O

- O O
Não O O
creio O O
; O O
não O O
há O O
naquele O O
ente O O
nem O O
sombra O O
de O O
coquetterie O O
; O O
tudo O O
em O O
ela O O
respira O O
candura O O
e O O
singeleza O O
. O O

O O O
certo O O
é O O
que O O
custei O O
a O O
arrancar O O
meus O O
pés O O
de O O
aquele O O
lugar O O
, O O
onde O O
uma O O
força O O
magnética O O
me O O
retinha O O
, O O
e O O
que O O
parecia O O
rescender O O
um O O
misterioso O O
eflúvio O O
de O O
amor O O
, O O
de O O
pureza O O
e O O
de O O
aventura O O
... O O

Álvaro B-PER B-PER
pára O O
em O O
sua O O
narrativa O O
, O O
como O O
que O O
embevecido O O
em O O
tão O O
suaves O O
recordações O O
. O O

- O O
E O O
ficaste O O
em O O
isso O O
, O O
Alvaro B-PER B-PER
! O O

- O O
perguntava O O
outro O O
cavalheiro O O
; O O
- O O
o O O
teu O O
romance O O
está O O
- O O
nos O O
interessando O O
; O O
vamos O O
por O O
diante O O
, O O
que O O
estou O O
aflito O O
por O O
ver O O
a O O
peripécia O O
... O O

- O O
A O O
peripécia O O
? O O

.. O O
, O O
oh O O
! O O

essa O O
ainda O O
não O O
chegou O O
, O O
e O O
nem O O
eu O O
mesmo O O
sei O O
qual O O
será O O
. O O

Esgotei O O
enfim O O
os O O
estratagemas O O
possíveis O O
para O O
ter O O
entrada O O
em O O
o O O
santuário O O
de O O
aquela O O
deusa O O
; O O
mas O O
foi O O
tudo O O
baldado O O
. O O

O O O
acaso O O
enfim O O
veio O O
em O O
meu O O
socorro O O
, O O
e O O
serviu O O
- O O
me O O
melhor O O
de O O
o O O
que O O
toda O O
a O O
minha O O
habilidade O O
e O O
diligência O O
. O O

Passeando O O
eu O O
uma O O
tarde O O
de O O
carro O O
em O O
o O O
bairro O O
de O O
Santo B-LOC O
Antônio I-LOC O
, O O
por O O
as O O
margens O O
de O O
o O O
Beberibe B-LOC O
, O O
passeio O O
que O O
se O O
tornara O O
para O O
mim O O
uma O O
devoção O O
, O O
avistei O O
um O O
homem O O
e O O
uma O O
mulher O O
navegando O O
a O O
todo O O
pano O O
em O O
um O O
pequeno O O
bote O O
. O O

Instantes O O
depois O O
o O O
bote O O
achou O O
- O O
se O O
encalhado O O
em O O
um O O
banco O O
de O O
areia O O
. O O

Apeei O O
- O O
me O O
imediatamente O O
, O O
e O O
tomando O O
um O O
escaler O O
em O O
a O O
praia O O
, O O
fui O O
em O O
socorro O O
de O O
os O O
dois O O
navegantes O O
que O O
em O O
vão O O
forcejavam O O
por O O
safar O O
a O O
pequena O O
embarcação O O
. O O

Não O O
podem O O
fazer O O
idéia O O
de O O
a O O
deliciosa O O
surpresa O O
que O O
senti O O
, O O
a O O
o O O
reconhecer O O
em O O
as O O
duas O O
pessoas O O
de O O
o O O
bote O O
a O O
minha O O
misteriosa O O
de O O
a O O
chácara O O
e O O
seu O O
pai O O
... O O

- O O
Por O O
essa O O
já O O
eu O O
esperava O O
; O O
entretanto O O
o O O
lance O O
não O O
deixa O O
de O O
ser O O
dramático O O
; O O
a O O
história O O
de O O
seus O O
amores O O
com O O
a O O
tal O O
fada O O
misteriosa O O
vai O O
tomando O O
visos O O
de O O
um O O
poema O O
fantástico O O
. O O

CLIPSEGURO O O
- O O
o O O
clipping O O
mais O O
SEGURO O O
da O O
Internet B-LOC O

Novo O O
modelo O O
de O O
apólice O O
cobrirá O O
safra O O
agrícola O O
Data O O
: O O
25/02/2000 B-TMP B-VAL
Fonte O O
: O O
Jornal B-LOC O
do I-LOC O
Commercio I-LOC O
Autor B-PER O
: O O
Matéria O O
: O O
O O O
Governo B-ORG B-ORG
quer O O
disponibilizar O O
o O O
novo O O
modelo O O
de O O
o O O
seguro O O
agrícola O O
para O O
os O O
agricultores O O
brasileiros O O
já O O
em O O
a O O
próxima O O
safra O O
de O O
grãos O O
e O O
frutas O O
, O O
que O O
começa O O
a O O
ser O O
cultivada O O
em O O
julho B-TMP O
. O O

A O O
informação O O
é O O
de O O
o O O
ministro O O
de O O
a O O
Agricultura O O
, O O
Marcus B-PER B-PER
Vinícius I-PER I-PER
Pratini I-PER I-PER
de I-PER I-PER
Moraes I-PER I-PER
, O O
que O O
já O O
esteve O O
reunido O O
duas O O
vezes O O
com O O
os O O
seguradores O O
para O O
discutir O O
o O O
novo O O
formato O O
de O O
esse O O
produto O O
, O O
o O O
qual O O
vem O O
sendo O O
desenhado O O
com O O
base O O
em O O
a O O
troca O O
de O O
informações O O
entre O O
Federação B-ORG B-ORG
Nacional I-ORG I-ORG
das I-ORG I-ORG
Seguradoras I-ORG I-ORG
( O O
Fenaseg B-ORG O
) O O
, O O
Superintendência B-ORG B-ORG
de I-ORG I-ORG
Seguros I-ORG I-ORG
Privados I-ORG I-ORG
( O O
Susep B-ORG O
) O O
e O O
o O O
Ministério B-ORG B-ORG
da I-ORG I-ORG
Agricultura I-ORG I-ORG
. O O

Os O O
seguradores O O
também O O
têm O O
pressa O O
em O O
a O O
aprovação O O
de O O
o O O
produto O O
. O O

A O O
expectativa O O
é O O
de O O
que O O
o O O
modelo O O
em O O
discussão O O
possa O O
ser O O
posto O O
em O O
votação O O
em O O
o O O
Conselho O B-ORG
Nacional O I-ORG
de O I-ORG
Seguros O I-ORG
Privados O I-ORG
( O O
CNSP O O
) O O
já O O
em O O
o O O
próximo O O
mês O O
. O O

Em O O
a O O
visão O O
de O O
o O O
ministro O O
, O O
o O O
seguro O O
agrícola O O
terá O O
importante O O
papel O O
a O O
desempenhar O O
em O O
o O O
projeto O O
de O O
o O O
Governo B-ORG B-ORG
de O O
estimular O O
a O O
agricultura O O
, O O
através O O
de O O
o O O
programa O O
Brasil O O
Empreendedor O O
Rural O O
. O O

" O O
Esse O O
seguro O O
é O O
a O O
plataforma O O
para O O
desenvolvimento O O
de O O
a O O
agricultura O O
" O O
, O O
assinalou O O
Pratini B-PER B-PER
de I-PER I-PER
Moraes I-PER I-PER
, O O
em O O
o O O
último O O
encontro O O
com O O
seguradoras O O
, O O
há O O
quinze O O

dias O O
. O O

A O O
adoção O O
de O O
um O O
novo O O
modelo O O
de O O
seguro O O
agrícola O O
em O O
o O O
Brasil B-ORG B-LOC
, O O
com O O
o O O
apoio O O
governamental O O
, O O
provocou O O
um O O
aumento O O
de O O
o O O
interesse O O
de O O
grupos O O
estrangeiros O O
em O O
a O O
compra O O
de O O
a O O
Companhia O B-ORG
de O I-ORG
Seguros O I-ORG
do O I-ORG
Estado O I-ORG
de O I-ORG
São O I-ORG
Paulo O I-ORG
( O O
Cosesp O O
) O O
. O O

Embora O O
tenha O O
acumulado O O
resultados O O
negativos O O
em O O
esse O O
ramo O O
de O O
seguro O O
, O O
a O O
Cosesp O B-ORG
tem O O
uma O O
extensa O O
carteira O O
de O O
negócios O O
, O O
que O O
inclui O O
produtores O O
rurais O O
. O O

Um O O
prato O O
cheio O O
para O O
conglomerados O O
de O O
o O O
exterior O O
